game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,category,mechanic,average_rating,users_rated,category_count,mechanic_count,has_expansion,binned_playtime,binned_mechanics,binned_min_age,binned_category,len_description,description_sentiment
77034,6,20,8,3,20,Cat & Chocolate,20,card game,partnerships,5.99761,188,2,3,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,173,-0.10173160173160173
77076,5,20,4,2,20,Loch Ness,20,children's game,dice rolling,6.00882,203,1,3,0,Short (0-30 minutes),Action & Movement Mechanics,Early Childhood (4-6),Children's/Family,199,0.15833333333333327
77130,4,240,13,2,120,Sid Meier's Civilization: The Board Game,240,city building,card drafting,7.50935,11366,5,9,1,Very Long (121-240 minutes),Action & Movement Mechanics,Teen (13+),Real-life/Simulation,438,0.10813203463203463
77148,6,60,12,2,60,Globalization,60,economic,auction/bidding,5.70753,73,2,1,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,110,0.1246031746031746
77344,4,10,8,2,10,Atlantis Treasure,10,dice,dice rolling,5.62593,81,3,4,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Children's/Family,96,0.07545093795093798
77423,2,60,13,1,60,The Lord of the Rings: The Card Game,60,card game,co-operative play,7.64522,14834,4,3,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),Unknown/Miscellaneous,312,-0.15099139543583992
77548,4,10,10,1,10,Arkham Express,10,adventure,action point allowance system,5.515,50,3,3,0,Short (0-30 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Fantasy/Adventure,202,0.1959647495361781
77596,4,40,8,2,40,The Enigma of Leonardo,40,card game,hand management,4.7962,79,2,1,1,Medium (31-60 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,200,-0.023888888888888887
78247,4,30,8,2,30,Campos,30,abstract strategy,pattern building,5.73138,80,1,2,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,231,-0.07725279106858056
78647,4,20,10,2,20,Lexigo,20,word game,tile placement,5.874,50,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Social/Party,83,0.07954545454545454
78733,4,90,12,2,90,Key Market,90,economic,area control / area influence,7.42229,610,3,7,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,386,-0.04503484320557491
78954,5,75,12,1,75,Mousquetaires du Roy,75,adventure,co-operative play,6.93941,729,3,3,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,133,-0.18511904761904766
79067,6,20,14,3,20,Hex Hex XL,20,card game,hand management,6.81146,289,1,1,0,Short (0-30 minutes),Other,Teen (13+),Unknown/Miscellaneous,160,0.05553694843168527
79068,4,30,8,2,30,Wrong Chemistry,30,abstract strategy,action point allowance system,6.08451,397,3,3,1,Short (0-30 minutes),Game Structure Mechanics,Middle Childhood (7-9),Strategy,238,0.03426226551226551
79073,4,30,13,1,30,Resident Evil Deck Building Game,30,card game,card drafting,6.52418,1498,4,3,1,Short (0-30 minutes),Game Structure Mechanics,Teen (13+),Unknown/Miscellaneous,589,-0.10419459572685381
79127,4,75,14,2,75,Star Trek: Fleet Captains,75,fighting,action point allowance system,7.58165,2729,5,4,1,Long (61-120 minutes),Game Structure Mechanics,Teen (13+),Entertainment/Pop Culture,531,0.03105590062111802
79131,4,60,14,1,60,Star Trek: Expeditions,60,adventure,co-operative play,6.52283,1296,4,2,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),Fantasy/Adventure,294,-0.2149551066217733
79216,4,20,10,2,20,Plateau X,20,abstract strategy,modular board,5.85064,78,2,2,0,Short (0-30 minutes),Game Structure Mechanics,Pre-Teen (10-12),Strategy,200,0.09840067340067342
79282,5,90,12,3,90,Era of Inventions,90,industry / manufacturing,worker placement,6.10654,511,1,1,1,Long (61-120 minutes),Other,Pre-Teen (10-12),Strategy,249,0.1959458304853042
79312,4,90,13,1,90,Zombie Survival: The Board Game,90,fighting,action point allowance system,5.74224,254,3,5,1,Long (61-120 minutes),Strategic Mechanics,Teen (13+),Horror,153,-0.04409722222222223
79828,2,120,14,2,60,A Few Acres of Snow,120,age of reason,area control / area influence,7.44159,6229,5,5,0,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),History/War,252,0.028571428571428574
80006,6,30,10,2,30,Mord im Arosa,30,action / dexterity,memory,6.62543,1358,3,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,209,0.05805759803921568
80296,5,10,5,2,10,Geistertreppe: Das Kartenspiel,10,card game,memory,5.74899,74,3,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,97,0.21249999999999997
80474,5,20,9,2,20,Busstop: The Boardgame,20,transportation,auction/bidding,6.42759,58,1,3,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,142,0.05933712121212121
80503,4,30,17,2,30,Dexter: The Board Game,30,deduction,dice rolling,4.61061,66,2,3,0,Short (0-30 minutes),Action & Movement Mechanics,Teen (13+),Mystery/Crime,143,-0.043650793650793655
80642,4,60,10,3,60,Antics!,60,animals,action point allowance system,6.97032,503,3,5,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,135,0.07581168831168832
80771,5,60,8,3,20,Dungeon Raiders,60,adventure,hand management,6.66759,1163,6,5,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Fantasy/Adventure,103,0.09469696969696971
80836,12,60,10,4,60,The Target,60,bluffing,simultaneous action selection,5.1546,87,5,1,0,Medium (31-60 minutes),Others,Pre-Teen (10-12),Social/Party,102,-0.1
80869,4,90,10,2,90,MUNERA: Familia Gladiatoria,90,ancient,auction/bidding,6.34743,136,3,5,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),History/War,343,0.2219435736677116
80908,4,20,8,2,20,4 Monkeys,20,card game,pattern recognition,5.76343,134,3,2,1,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,152,0.04365079365079367
80933,6,15,6,3,15,Sandwich,15,party game,set collection,6.35339,224,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Early Childhood (4-6),Social/Party,207,0.08229166666666667
80934,4,60,10,3,60,Cité,60,city building,partnerships,6.13682,110,1,3,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Real-life/Simulation,175,0.12357079195314491
80942,5,45,8,3,30,Ranking,45,bluffing,storytelling,5.52577,175,3,2,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Social/Party,391,-0.0013347763347763362
80979,4,60,10,2,60,Fortuna,60,ancient,dice rolling,6.57101,723,1,4,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),History/War,428,0.1550438596491227
81250,5,45,10,3,45,Stich-Meister,45,card game,trick-taking,6.7313,345,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,198,-0.0733333333333333
81297,5,90,12,3,90,Régents,90,medieval,action point allowance system,6.43987,79,2,2,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,165,-0.022321428571428572
81453,2,30,10,2,30,Famiglia,30,card game,card drafting,6.54826,2482,2,3,0,Short (0-30 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,159,0.18669467787114846
81542,5,90,10,2,60,Quest: A Time of Heroes,90,adventure,campaign / battle card driven,6.0675,220,3,5,1,Long (61-120 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Fantasy/Adventure,124,0.1802556818181818
81561,12,20,6,3,20,Monkey See Monkey Do,20,children's game,acting,5.82647,68,3,1,0,Short (0-30 minutes),Other,Early Childhood (4-6),Children's/Family,98,0.004411764705882347
81640,5,200,14,2,200,Florenza,200,city building,worker placement,7.4966,758,4,1,1,Very Long (121-240 minutes),Other,Teen (13+),Real-life/Simulation,391,0.1202777777777778
81691,2,20,8,2,20,Lino,20,abstract strategy,pattern building,6.87824,74,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,261,0.21111111111111114
81698,12,20,8,2,20,Total Rumble,20,card game,card drafting,6.87,83,2,1,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,177,0.23333333333333334
81826,1,60,13,1,60,Disaster on Everest,60,sports,chit-pull system,6.59268,82,1,2,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Teen (13+),Other,302,0.12140220890220889
81850,8,20,8,3,20,Trigger!,20,action / dexterity,acting,6.39548,177,4,2,0,Short (0-30 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,351,0.034920634920634915
82168,8,45,13,2,30,Escape from the Aliens in Outer Space,45,horror,area movement,6.91001,1657,3,4,0,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),Horror,242,-0.19189814814814818
82222,5,180,12,3,60,Xia: Legends of a Drift System,180,adventure,action point allowance system,7.81834,3239,7,8,1,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,326,0.14611404220779223
82223,4,45,8,2,45,Feast & Famine,45,religious,auction/bidding,6.18962,53,1,2,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Religion/Mythology,177,0.20555555555555557
82272,2,45,12,2,45,Railroad Barons,45,card game,card drafting,6.29459,266,3,2,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,203,0.08559740259740262
82397,6,60,10,2,60,Genesis,60,abstract strategy,set collection,5.80609,266,3,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Strategy,707,0.11598811241668383
82402,4,45,12,2,45,Friesematenten,45,card game,auction/bidding,6.31343,473,4,1,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,122,0.04799182299182299
82420,4,30,9,2,30,Summoner Wars: Guild Dwarves vs Cave Goblins,30,card game,dice rolling,7.66347,2040,3,4,1,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,159,0.36233766233766235
82421,4,30,9,2,30,Summoner Wars: Phoenix Elves vs Tundra Orcs,30,card game,dice rolling,7.60803,2195,3,4,1,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,150,0.2
82424,4,60,10,2,60,Bangkok Klongs,60,economic,set collection,6.30451,277,1,2,1,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Strategy,197,0.22156862745098035
82449,4,45,8,2,45,King's Vineyard,45,card game,hand management,5.46724,152,3,2,0,Medium (31-60 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,136,0.12272727272727273
82572,5,45,12,3,45,Dive! Diver! Die!,45,adventure,dice rolling,6.31942,103,4,2,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,214,0.016818181818181815
82577,5,30,10,2,30,i9n,30,deduction,action / movement programming,6.188,50,2,1,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Mystery/Crime,113,0.13525432900432896
82610,6,20,8,4,20,Cranium Scribblish,20,children's game,dice rolling,6.28565,237,3,3,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Children's/Family,75,0.2
82702,6,30,8,3,30,Funfair,30,action / dexterity,card drafting,5.93011,238,3,3,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,160,0.14999999999999997
82948,4,0,10,2,0,Konexi,0,action / dexterity,dice rolling,6.28611,144,2,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,89,0.15
82955,4,30,10,3,30,1655: Habemus Papam,30,card game,auction/bidding,6.51982,392,3,2,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,184,0.10414347557204698
82976,5,60,12,3,60,Key West,60,adventure,action point allowance system,6.17382,89,2,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,355,0.1004861111111111
83040,10,45,14,2,45,Leader 1: Hell of the North,45,racing,modular board,7.80739,352,2,2,0,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),Real-life/Simulation,261,0.009253246753246748
83068,2,45,13,2,15,1955: The War of Espionage,45,card game,hand management,6.17886,341,2,1,1,Medium (31-60 minutes),Other,Teen (13+),Unknown/Miscellaneous,146,0.03214285714285714
83092,2,15,10,2,15,303,15,aviation / flight,dice rolling,6.37302,189,3,3,0,Short (0-30 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Real-life/Simulation,280,0.016047619047619054
83117,4,45,8,2,45,Kings of Mithril,45,dice,dice rolling,5.85187,80,3,2,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Children's/Family,102,0.06428571428571428
83157,4,45,6,2,45,Voll in Fahrt,45,children's game,dice rolling,6.50226,155,3,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Early Childhood (4-6),Children's/Family,70,0.24047619047619048
83195,8,20,8,2,20,Ghost Blitz,20,action / dexterity,pattern recognition,6.78437,3862,4,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,339,0.03443877551020408
83196,8,20,6,2,15,Pig 10,20,card game,card drafting,6.11449,138,4,2,0,Short (0-30 minutes),Card & Pool Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,114,0.2195578231292517
83197,5,30,8,3,30,Yin Yang,30,card game,hand management,6.29478,291,1,3,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,150,0.018295739348370914
83199,4,30,8,2,30,Mille Grazie,30,bluffing,point to point movement,5.79323,96,1,1,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Social/Party,340,0.018181818181818184
83278,7,45,8,2,45,Captain Cool,45,bluffing,area control / area influence,5.81113,97,3,2,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Social/Party,251,0.07375366568914955
83283,2,45,10,2,45,Volo,45,abstract strategy,area enclosure,7.634,50,2,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,170,0.019457735247208924
83325,4,140,12,1,140,Lost Battles,140,ancient,dice rolling,7.94576,165,3,4,0,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),History/War,524,0.03485449735449736
83330,5,120,13,2,120,Mansions of Madness,120,adventure,area movement,7.39545,10570,8,8,1,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),Fantasy/Adventure,168,-0.12708333333333333
83629,5,45,8,2,30,The Hobbit,45,adventure,auction/bidding,6.06634,1255,5,6,0,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Fantasy/Adventure,254,0.009374999999999994
83667,4,120,12,2,45,First Train to Nuremberg,120,trains,auction/bidding,7.15857,896,2,4,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,372,0.1631228956228956
83734,4,150,13,2,150,Strike of the Eagle,150,bluffing,area control / area influence,7.67376,582,3,3,0,Very Long (121-240 minutes),Action & Movement Mechanics,Teen (13+),Social/Party,286,0.014657444005270089
83907,7,15,6,3,15,Assist,15,party game,card drafting,6.97419,62,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Early Childhood (4-6),Social/Party,228,-0.06230158730158729
83919,4,0,12,2,0,Scattergories Categories,0,word game,paper-and-pencil,6.01961,128,1,1,0,Short (0-30 minutes),Unique Mechanics,Pre-Teen (10-12),Social/Party,98,0.0033057851239669434
84088,4,30,6,2,30,Fauna junior,30,animals,betting/wagering,6.925,84,4,1,0,Short (0-30 minutes),Strategic Mechanics,Early Childhood (4-6),Children's/Family,90,0.03422619047619047
84159,5,60,10,3,45,Junta: Viva el Presidente!,60,dice,dice rolling,6.48986,1126,5,3,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Children's/Family,202,0.048051948051948054
84173,5,60,10,2,45,Van Helsing,60,horror,action point allowance system,5.41778,99,1,1,0,Medium (31-60 minutes),Unique Mechanics,Pre-Teen (10-12),Horror,129,0.18333333333333335
84230,4,45,12,2,45,Pirates 2 ed.: Governor's Daughter,45,adventure,area movement,6.12372,78,4,4,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,147,0.10303030303030303
84419,4,180,12,1,180,Space Empires: 4X,180,bluffing,auction/bidding,7.58701,2021,4,6,1,Very Long (121-240 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,529,-0.04873663751214771
84453,4,30,7,2,30,Nexos,30,abstract strategy,tile placement,5.87444,54,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,106,0.014669421487603307
84465,1,30,13,1,30,Ottoman Sunset,30,wargame,action point allowance system,7.42101,461,2,4,0,Short (0-30 minutes),Action & Movement Mechanics,Teen (13+),Strategy,454,0.03236742424242424
84469,5,60,13,2,60,Fürstenfeld,60,economic,commodity speculation,6.5603,1097,3,2,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Strategy,187,0.028639693639693622
84730,4,20,4,2,20,Doggie Doo,20,animals,dice rolling,4.74375,144,2,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Early Childhood (4-6),Children's/Family,156,0.11944444444444446
84772,5,60,10,2,60,"Sun, Sea & Sand",60,economic,tile placement,6.96272,628,2,3,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Strategy,121,0.20227272727272724
84783,2,45,9,2,45,Coerceo,45,abstract strategy,modular board,6.80915,71,1,1,0,Medium (31-60 minutes),Game Structure Mechanics,Middle Childhood (7-9),Strategy,162,-0.12341269841269839
84825,6,60,15,2,15,FaceEater,60,card game,set collection,4.92069,58,2,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,233,-0.10531400966183577
84834,2,0,0,1,0,Heights of Courage,0,modern warfare,dice rolling,7.54809,89,2,3,0,Short (0-30 minutes),Randomness & Chance Mechanics,Toddler (0-3),Real-life/Simulation,448,0.08954475308641978
84838,4,20,10,1,20,Yomi (second edition),20,card game,hand management,7.95526,283,3,4,1,Short (0-30 minutes),Game Structure Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,487,0.022408483329535954
84864,5,30,9,2,30,Insidious Sevens,30,card game,trick-taking,6.46984,63,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,296,0.028339212228101117
84869,4,60,10,2,60,Felinia,60,exploration,area control / area influence,6.55816,495,4,4,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,363,0.19191722418995144
84876,4,90,12,2,30,The Castles of Burgundy,90,dice,dice rolling,8.11212,24876,3,4,1,Long (61-120 minutes),Game Structure Mechanics,Pre-Teen (10-12),Children's/Family,465,-0.03192517006802722
84889,4,180,16,2,180,Cave Evil,180,adventure,area movement,7.93237,300,6,3,0,Very Long (121-240 minutes),Action & Movement Mechanics,Teen (13+),Fantasy/Adventure,315,-0.0829782196969697
84913,4,25,10,2,25,Caminos,25,abstract strategy,partnerships,6.66615,65,1,4,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,109,0.022222222222222216
84922,5,45,10,3,45,21 Motines,45,economic,hand management,6.83774,62,4,3,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Strategy,141,0.09409090909090909
85000,1,60,12,1,60,We Must Tell the Emperor,60,wargame,action point allowance system,7.35,233,2,4,1,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,371,0.03986013986013987
85004,6,30,12,2,30,Interstellar Mayhem,30,aviation / flight,action point allowance system,6.59267,75,2,5,0,Short (0-30 minutes),Game Structure Mechanics,Pre-Teen (10-12),Real-life/Simulation,254,0.11164862914862916
85005,4,40,10,2,40,The Boss,40,bluffing,area control / area influence,6.91457,1629,4,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,117,-0.016666666666666673
85036,5,120,13,3,120,20th Century,120,city building,auction/bidding,6.93023,1483,4,4,0,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),Real-life/Simulation,253,0.19402597402597402
85105,6,30,8,2,30,Travel Blog,30,educational,point to point movement,6.16822,597,3,1,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Educational/Intellectual,152,0.26458333333333334
85108,1,90,12,1,90,U-Boat Leader,90,nautical,card drafting,6.93548,217,3,3,0,Long (61-120 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Real-life/Simulation,416,0.07231385281385283
85204,0,60,0,2,60,Kings of War,60,book,dice rolling,7.74419,191,4,2,1,Medium (31-60 minutes),Game Structure Mechanics,Toddler (0-3),Entertainment/Pop Culture,353,0.027321254014802406
85250,5,40,10,3,40,The Dwarf King,40,card game,trick-taking,6.54274,1237,2,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,215,-0.05396825396825395
85325,5,60,12,2,60,Kolejka,60,educational,hand management,6.8184,1981,1,3,1,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Educational/Intellectual,314,0.06666666666666667
85338,4,35,9,2,35,Antigua,35,card game,variable player powers,5.73894,113,2,1,0,Medium (31-60 minutes),Game Structure Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,345,0.02210858585858586
85340,4,45,10,2,45,Adlung Land,45,card game,hand management,5.87617,180,1,2,0,Medium (31-60 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,127,0.22094474153297683
85394,25,45,10,6,45,The Last Banquet,45,bluffing,acting,5.72559,204,5,5,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,247,0.18027210884353742
85424,8,1000,16,2,1000,La Bataille de la Moscowa (third edition),1000,napoleonic,hex-and-counter,8.6021,111,2,1,1,Extended (241+ minutes),Unique Mechanics,Teen (13+),History/War,164,0.05466351829988194
85474,5,60,10,2,60,Verona,60,bluffing,area control / area influence,5.954,50,4,2,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,181,0.05148809523809527
85563,4,30,5,2,30,Skippity,30,abstract strategy,point to point movement,6.36853,75,2,2,0,Short (0-30 minutes),Action & Movement Mechanics,Early Childhood (4-6),Strategy,144,-0.07678571428571429
85567,2,30,5,2,30,Passing Shot,30,dice,dice rolling,7.03678,115,2,2,0,Short (0-30 minutes),Randomness & Chance Mechanics,Early Childhood (4-6),Children's/Family,140,0.08764005602240896
85572,2,0,0,2,0,"The Last Success: Napoleon's March to Vienna, 1809",0,napoleonic,campaign / battle card driven,7.7032,75,2,3,0,Short (0-30 minutes),Cooperative & Social Mechanics,Toddler (0-3),History/War,174,-0.09423076923076924
85609,2,0,0,2,0,Almeida et Bussaco 1810,0,napoleonic,chit-pull system,7.78378,74,2,2,0,Short (0-30 minutes),Randomness & Chance Mechanics,Toddler (0-3),History/War,232,-0.17142857142857143
85633,2,60,10,2,60,World War II: Barbarossa 1941,60,miniatures,dice rolling,7.22887,71,3,3,1,Medium (31-60 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Strategy,177,0.16375598086124402
85652,0,240,12,2,120,Dystopian Wars,240,miniatures,dice rolling,7.36564,211,6,3,1,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,471,0.12978021978021975
85769,4,0,0,2,0,Panzer (second edition),0,wargame,hex-and-counter,7.82651,281,2,1,1,Short (0-30 minutes),Unique Mechanics,Toddler (0-3),Strategy,243,0.04311224489795918
85800,4,45,10,2,45,Octopus' Garden,45,animals,set collection,6.69588,188,1,2,1,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Other,99,0.185
85857,2,180,12,1,180,Guns of August,180,wargame,chit-pull system,6.72426,68,2,4,0,Very Long (121-240 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Strategy,209,-0.0398469387755102
85897,5,45,12,1,45,Thunderstone: Dragonspire,45,card game,card drafting,7.39684,2413,2,3,1,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,468,0.09614391684704184
86003,6,60,13,1,30,Aether Captains,60,dice,dice rolling,7.14928,69,5,3,1,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),Children's/Family,128,0.27954545454545454
86025,4,30,8,2,30,Captain Jack's Gold,30,card game,dice rolling,6.01695,59,2,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,182,0.1958041958041958
86128,6,60,12,2,60,Barons,60,card game,hand management,5.98108,461,3,2,0,Medium (31-60 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,205,0.027136752136752127
86156,99,30,6,6,30,Reverse Charades,30,party game,acting,6.83255,321,1,1,1,Short (0-30 minutes),Other,Early Childhood (4-6),Social/Party,105,0.2849206349206349
86167,5,60,12,2,60,El Alamein,60,card game,card drafting,6.93867,94,2,3,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,83,0.11666666666666664
86177,5,600,12,2,450,Genesis: Empires and Kingdoms of the Ancient Middle East,600,ancient,campaign / battle card driven,7.18701,157,3,3,0,Extended (241+ minutes),Action & Movement Mechanics,Pre-Teen (10-12),History/War,244,0.16163793103448276
86246,4,90,12,2,90,Drum Roll,90,economic,card drafting,7.00818,1509,1,4,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,181,0.3061111111111111
86270,5,45,8,2,30,Discover India,45,travel,set collection,5.39298,114,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Real-life/Simulation,67,0.3666666666666667
86406,2,30,10,2,30,Star Borders: Humanity,30,science fiction,action point allowance system,7.09021,97,2,3,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Science Fiction/Futuristic,487,0.11005747126436784
86415,4,45,8,2,45,Cornerstone Essential,45,abstract strategy,dice rolling,6.72133,188,2,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,102,0.21818181818181823
86433,4,35,13,4,35,Morphology,35,action / dexterity,partnerships,6.29183,52,2,2,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,181,0.08109243697478993
86445,2,210,12,2,210,Tannenberg 1914,210,dice,chit-pull system,7.02222,63,3,4,0,Very Long (121-240 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Children's/Family,362,0.054897186147186174
86542,6,15,5,2,15,Taiga,15,animals,memory,6.41986,73,4,2,0,Short (0-30 minutes),Card & Pool Mechanics,Early Childhood (4-6),Children's/Family,247,0.09078947368421053
86587,5,10,8,2,10,Monster auf der Flucht,10,bluffing,hand management,5.79435,62,4,1,0,Short (0-30 minutes),Other,Middle Childhood (7-9),Social/Party,83,-0.08143939393939394
86882,6,45,10,2,45,Medieval Mastery,45,medieval,area control / area influence,5.91892,148,1,6,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,137,-0.0625
